loss,train_loss,rmse,mae,r2,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7510917971159345,7030583.871394718,0.8666556,0.6859753,0.20846377811207606,0,1745663938,,False,1,4b360fdb,2025-04-26_05-38-58,2748.170954465866,2748.170954465866,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,2748.170954465866,1
0.7473327257360468,5.341881760851585,0.864484,0.6678108,0.21242526629608993,1,1745666536,,False,2,4b360fdb,2025-04-26_06-22-16,2598.9425230026245,5347.113477468491,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,5347.113477468491,2
0.7110287390195013,0.753697110730117,0.8432252,0.6655512,0.2506841322968365,2,1745669119,,False,3,4b360fdb,2025-04-26_07-05-19,2582.037047147751,7929.1505246162415,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,7929.1505246162415,3
0.7233142806552454,93.72746990239065,0.85047877,0.6675635,0.23773704465704903,3,1745671089,,False,4,4b360fdb,2025-04-26_07-38-09,1970.690574169159,9899.8410987854,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,9899.8410987854,4
0.7278010674296261,157.2687897129633,0.8531126,0.6686058,0.23300865573734908,4,1745673063,,False,5,4b360fdb,2025-04-26_08-11-03,1973.563913345337,11873.405012130737,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,11873.405012130737,5
0.7090888802498737,463.1767173752894,0.84207416,0.6623407,0.25272844741988765,5,1745675022,,False,6,4b360fdb,2025-04-26_08-43-42,1959.6484107971191,13833.053422927856,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,13833.053422927856,6
0.7207417468935362,2.4356728483908543,0.84896505,0.66394436,0.2404481030480795,6,1745677113,,False,7,4b360fdb,2025-04-26_09-18-33,2091.054606437683,15924.10802936554,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,15924.10802936554,7
0.7058086417344869,59.66073169840992,0.84012425,0.66332984,0.25618531873603523,7,1745679285,,False,8,4b360fdb,2025-04-26_09-54-45,2171.331598520279,18095.43962788582,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,18095.43962788582,8
0.7031621446908938,2.172258156298583,0.8385476,0.6577756,0.25897432329676884,8,1745681468,,False,9,4b360fdb,2025-04-26_10-31-08,2183.1058826446533,20278.54551053047,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,20278.54551053047,9
0.7256754648898484,14.51031826961195,0.85186595,0.66221344,0.23524871671339753,9,1745684002,,False,10,4b360fdb,2025-04-26_11-13-22,2534.3863241672516,22812.931834697723,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,22812.931834697723,10
0.7367750416475526,12.760104523528808,0.858356,0.67445874,0.22355145532019227,10,1745686535,,False,11,4b360fdb,2025-04-26_11-55-35,2532.6865208148956,25345.61835551262,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,25345.61835551262,11
0.7036625021165982,1278.2734759590303,0.83884597,0.6563023,0.2584470227311375,11,1745689059,,False,12,4b360fdb,2025-04-26_12-37-39,2523.9767162799835,27869.595071792603,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,27869.595071792603,12
0.7112989207420105,1.3656715007950593,0.8433854,0.6604689,0.2503994019824244,12,1745691555,,False,13,4b360fdb,2025-04-26_13-19-15,2495.8834681510925,30365.478539943695,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,30365.478539943695,13
0.6976540935475645,0.7431982898974667,0.83525693,0.6574851,0.26477896914261745,13,1745693823,,False,14,4b360fdb,2025-04-26_13-57-03,2268.309977054596,32633.78851699829,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,32633.78851699829,14
0.7028578933932376,20.20959517686553,0.8383664,0.66221887,0.2592949577719168,14,1745695998,,True,15,4b360fdb,2025-04-26_14-33-18,2174.6239891052246,34808.412506103516,2329193,gpua041.delta.ncsa.illinois.edu,141.142.254.41,34808.412506103516,15
